file,site,year,good_pixels,total_pixels,percent_good_pixels
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Moab_NEON/US-xMB_NEON_Moab_PLSP_2017.nc,Moab_NEON,2017,59759,11108889,0.538%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Moab_NEON/US-xMB_NEON_Moab_PLSP_2018.nc,Moab_NEON,2018,89667,11108889,0.807%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Moab_NEON/US-xMB_NEON_Moab_PLSP_2019.nc,Moab_NEON,2019,299945,11108889,2.700%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Moab_NEON/US-xMB_NEON_Moab_PLSP_2020.nc,Moab_NEON,2020,79901,11108889,0.719%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Moab_NEON/US-xMB_NEON_Moab_PLSP_2021.nc,Moab_NEON,2021,595279,11108889,5.359%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Onaqui_NEON/US-xNQ_NEON_Onaqui-Ault_PLSP_2017.nc,Onaqui_NEON,2017,109225,11112222,0.983%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Onaqui_NEON/US-xNQ_NEON_Onaqui-Ault_PLSP_2018.nc,Onaqui_NEON,2018,124918,11112222,1.124%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Onaqui_NEON/US-xNQ_NEON_Onaqui-Ault_PLSP_2019.nc,Onaqui_NEON,2019,1393904,11112222,12.544%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Onaqui_NEON/US-xNQ_NEON_Onaqui-Ault_PLSP_2020.nc,Onaqui_NEON,2020,72243,11112222,0.650%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Onaqui_NEON/US-xNQ_NEON_Onaqui-Ault_PLSP_2021.nc,Onaqui_NEON,2021,93807,11112222,0.844%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Reynolds_Creek_Wyoming_big_sagebrush/US-Rws_Reynolds_Creek_Wyoming_big_sagebrush_PLSP_2017.nc,Reynolds_Creek_Wyoming_big_sagebrush,2017,8155,11112222,0.073%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Reynolds_Creek_Wyoming_big_sagebrush/US-Rws_Reynolds_Creek_Wyoming_big_sagebrush_PLSP_2018.nc,Reynolds_Creek_Wyoming_big_sagebrush,2018,1337057,11112222,12.032%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Reynolds_Creek_Wyoming_big_sagebrush/US-Rws_Reynolds_Creek_Wyoming_big_sagebrush_PLSP_2019.nc,Reynolds_Creek_Wyoming_big_sagebrush,2019,91975,11112222,0.828%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Reynolds_Creek_Wyoming_big_sagebrush/US-Rws_Reynolds_Creek_Wyoming_big_sagebrush_PLSP_2020.nc,Reynolds_Creek_Wyoming_big_sagebrush,2020,1793542,11112222,16.140%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Reynolds_Creek_Wyoming_big_sagebrush/US-Rws_Reynolds_Creek_Wyoming_big_sagebrush_PLSP_2021.nc,Reynolds_Creek_Wyoming_big_sagebrush,2021,1295704,11112222,11.660%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Santa_Rita_Experimental_Range_NEON/US-xSR_NEON_Santa_Rita_Experimental_Range_PLSP_2017.nc,Santa_Rita_Experimental_Range_NEON,2017,420464,11112222,3.784%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Santa_Rita_Experimental_Range_NEON/US-xSR_NEON_Santa_Rita_Experimental_Range_PLSP_2018.nc,Santa_Rita_Experimental_Range_NEON,2018,1115577,11112222,10.039%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Santa_Rita_Experimental_Range_NEON/US-xSR_NEON_Santa_Rita_Experimental_Range_PLSP_2019.nc,Santa_Rita_Experimental_Range_NEON,2019,190980,11112222,1.719%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Santa_Rita_Experimental_Range_NEON/US-xSR_NEON_Santa_Rita_Experimental_Range_PLSP_2020.nc,Santa_Rita_Experimental_Range_NEON,2020,2712,11112222,0.024%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Santa_Rita_Experimental_Range_NEON/US-xSR_NEON_Santa_Rita_Experimental_Range_PLSP_2021.nc,Santa_Rita_Experimental_Range_NEON,2021,9683212,11112222,87.140%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Walnut_Gulch_Kendall_Grasslands/US-Wkg_Walnut_Gulch_Kendall_Grasslands_PLSP_2017.nc,Walnut_Gulch_Kendall_Grasslands,2017,782300,11115556,7.038%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Walnut_Gulch_Kendall_Grasslands/US-Wkg_Walnut_Gulch_Kendall_Grasslands_PLSP_2018.nc,Walnut_Gulch_Kendall_Grasslands,2018,6725284,11115556,60.503%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Walnut_Gulch_Kendall_Grasslands/US-Wkg_Walnut_Gulch_Kendall_Grasslands_PLSP_2019.nc,Walnut_Gulch_Kendall_Grasslands,2019,3718150,11115556,33.450%
