file,site,year,good_pixels,total_pixels,percent_good_pixels
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Santa_Rita_Mesquite/US-SRM_Santa_Rita_Mesquite_PLSP_2019.nc,Santa_Rita_Mesquite,2019,4104831,11112222,36.940%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Santa_Rita_Mesquite/US-SRM_Santa_Rita_Mesquite_PLSP_2020.nc,Santa_Rita_Mesquite,2020,66369,11112222,0.597%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Santa_Rita_Mesquite/US-SRM_Santa_Rita_Mesquite_PLSP_2021.nc,Santa_Rita_Mesquite,2021,11088831,11112222,99.790%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Sevilleta_shrubland/US-Ses_Sevilleta_shrubland_PLSP_2017.nc,Sevilleta_shrubland,2017,266198,11108889,2.396%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Sevilleta_shrubland/US-Ses_Sevilleta_shrubland_PLSP_2018.nc,Sevilleta_shrubland,2018,38546,11108889,0.347%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Sevilleta_shrubland/US-Ses_Sevilleta_shrubland_PLSP_2019.nc,Sevilleta_shrubland,2019,6925,11108889,0.062%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Sevilleta_shrubland/US-Ses_Sevilleta_shrubland_PLSP_2020.nc,Sevilleta_shrubland,2020,3095,11108889,0.028%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Sevilleta_shrubland/US-Ses_Sevilleta_shrubland_PLSP_2021.nc,Sevilleta_shrubland,2021,2919162,11108889,26.278%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Walnut_Gulch_Kendall_Grasslands/US-Wkg_Walnut_Gulch_Kendall_Grasslands_PLSP_2017.nc,Walnut_Gulch_Kendall_Grasslands,2017,10829008,11115556,97.422%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Walnut_Gulch_Kendall_Grasslands/US-Wkg_Walnut_Gulch_Kendall_Grasslands_PLSP_2018.nc,Walnut_Gulch_Kendall_Grasslands,2018,6828583,11115556,61.433%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Walnut_Gulch_Kendall_Grasslands/US-Wkg_Walnut_Gulch_Kendall_Grasslands_PLSP_2019.nc,Walnut_Gulch_Kendall_Grasslands,2019,4170621,11115556,37.521%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Walnut_Gulch_Kendall_Grasslands/US-Wkg_Walnut_Gulch_Kendall_Grasslands_PLSP_2020.nc,Walnut_Gulch_Kendall_Grasslands,2020,438321,11115556,3.943%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Walnut_Gulch_Kendall_Grasslands/US-Wkg_Walnut_Gulch_Kendall_Grasslands_PLSP_2021.nc,Walnut_Gulch_Kendall_Grasslands,2021,10899448,11115556,98.056%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Walnut_Gulch_Lucky_Hills_Shrub/US-Whs_Walnut_Gulch_Lucky_Hills_Shrub_PLSP_2017.nc,Walnut_Gulch_Lucky_Hills_Shrub,2017,10291374,11108889,92.641%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Walnut_Gulch_Lucky_Hills_Shrub/US-Whs_Walnut_Gulch_Lucky_Hills_Shrub_PLSP_2018.nc,Walnut_Gulch_Lucky_Hills_Shrub,2018,1446502,11108889,13.021%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Walnut_Gulch_Lucky_Hills_Shrub/US-Whs_Walnut_Gulch_Lucky_Hills_Shrub_PLSP_2019.nc,Walnut_Gulch_Lucky_Hills_Shrub,2019,506554,11108889,4.560%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Walnut_Gulch_Lucky_Hills_Shrub/US-Whs_Walnut_Gulch_Lucky_Hills_Shrub_PLSP_2020.nc,Walnut_Gulch_Lucky_Hills_Shrub,2020,575056,11108889,5.177%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Walnut_Gulch_Lucky_Hills_Shrub/US-Whs_Walnut_Gulch_Lucky_Hills_Shrub_PLSP_2021.nc,Walnut_Gulch_Lucky_Hills_Shrub,2021,10675697,11108889,96.100%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Willard_Juniper_Savannah/US-Wjs_Willard_Juniper_Savannah_PLSP_2017.nc,Willard_Juniper_Savannah,2017,920234,11115556,8.279%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Willard_Juniper_Savannah/US-Wjs_Willard_Juniper_Savannah_PLSP_2018.nc,Willard_Juniper_Savannah,2018,2180057,11115556,19.613%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Willard_Juniper_Savannah/US-Wjs_Willard_Juniper_Savannah_PLSP_2019.nc,Willard_Juniper_Savannah,2019,21636,11115556,0.195%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Willard_Juniper_Savannah/US-Wjs_Willard_Juniper_Savannah_PLSP_2020.nc,Willard_Juniper_Savannah,2020,1026245,11115556,9.233%
/projectnb/modislc/users/fache/data/planet/PLSP_production_nc/Willard_Juniper_Savannah/US-Wjs_Willard_Juniper_Savannah_PLSP_2021.nc,Willard_Juniper_Savannah,2021,9037478,11115556,81.305%
/projectnb/modislc/users/fache/data/planet/PLSP_stage_nc/Walnut_Gulch_Kendall_Grasslands/PLSP_2022.nc,Walnut_Gulch_Kendall_Grasslands,2022,10929202,11115556,98.323%
/projectnb/modislc/users/fache/data/planet/PLSP_stage_nc/Walnut_Gulch_Kendall_Grasslands/PLSP_2023.nc,Walnut_Gulch_Kendall_Grasslands,2023,10959771,11115556,98.598%
/projectnb/modislc/users/fache/data/planet/PLSP_stage_nc/Walnut_Gulch_Kendall_Grasslands/PLSP_2024.nc,Walnut_Gulch_Kendall_Grasslands,2024,3696587,11115556,33.256%
/projectnb/modislc/users/fache/data/planet/PLSP_stage_nc/Walnut_Gulch_Kendall_Grasslands/PLSP_2025.nc,Walnut_Gulch_Kendall_Grasslands,2025,4369868,11115556,39.313%
/projectnb/modislc/users/fache/data/planet/PLSP_stage_nc/Willard_Juniper_Savannah/PLSP_2017.nc,Willard_Juniper_Savannah,2017,888735,11115556,7.995%
/projectnb/modislc/users/fache/data/planet/PLSP_stage_nc/Willard_Juniper_Savannah/PLSP_2018.nc,Willard_Juniper_Savannah,2018,2063990,11115556,18.568%
/projectnb/modislc/users/fache/data/planet/PLSP_stage_nc/Willard_Juniper_Savannah/PLSP_2019.nc,Willard_Juniper_Savannah,2019,19960,11115556,0.180%
/projectnb/modislc/users/fache/data/planet/PLSP_stage_nc/Willard_Juniper_Savannah/PLSP_2020.nc,Willard_Juniper_Savannah,2020,968269,11115556,8.711%
/projectnb/modislc/users/fache/data/planet/PLSP_stage_nc/Willard_Juniper_Savannah/PLSP_2021.nc,Willard_Juniper_Savannah,2021,8912099,11115556,80.177%
/projectnb/modislc/users/fache/data/planet/PLSP_stage_nc/Willard_Juniper_Savannah/PLSP_2022.nc,Willard_Juniper_Savannah,2022,4981672,11115556,44.817%
/projectnb/modislc/users/fache/data/planet/PLSP_stage_nc/Willard_Juniper_Savannah/PLSP_2023.nc,Willard_Juniper_Savannah,2023,202882,11115556,1.825%
/projectnb/modislc/users/fache/data/planet/PLSP_stage_nc/Willard_Juniper_Savannah/PLSP_2024.nc,Willard_Juniper_Savannah,2024,5309883,11115556,47.770%
/projectnb/modislc/users/fache/data/planet/PLSP_stage_nc/Willard_Juniper_Savannah/PLSP_2025.nc,Willard_Juniper_Savannah,2025,3847861,11115556,34.617%
